QKEY,INTERVIEW_START_W110,INTERVIEW_END_W110,DEVICE_TYPE_W110,LANG_W110,FORM_W110,XCITIZEN_W110,POL1JB_W110,POL1JBSTR_W110,INSTFAV_a_W110,INSTFAV_b_W110,JBCONF_ECON_W110,JBCONF_CRIS_W110,JBCONF_IMMI_W110,JBCONF_CLSR_W110,JBCONF_CN_W110,JBCONF_CONG_W110,JBCONF_CRIM_W110,JBCONF_PUBH_W110,JBECON_W110,JBADMIN2_NRCH_W110,JBADMIN2_OPEN_W110,JBADMIN2_EFFI_W110,JBADMIN2_STND_W110,JBADMIN2_MORL_W110,DIFFPARTY_W110,PTYISSUE_ECON_W110,PTYISSUE_ABPOL_W110,PTYISSUE_IMM_W110,PTYISSUE_COV_W110,PTYISSUE_CLIM_W110,PTYISSUE_LGT_W110,PTYISSUE_GUNS_W110,PTYISSUE_HC_W110,PTYISSUE_RACE_W110,PTYISSUE_CRIME_W110,REPPTYTRAIT_EXTR_W110,REPPTYTRAIT_EXCHT_W110,REPPTYTRAIT_HON_W110,REPPTYTRAIT_TOL_W110,REPPTYTRAIT_TRADS_W110,REPPTYTRAIT_INTF_W110,DEMPTYTRAIT_EXTR_W110,DEMPTYTRAIT_EXCHT_W110,DEMPTYTRAIT_HON_W110,DEMPTYTRAIT_TOL_W110,DEMPTYTRAIT_TRADS_W110,DEMPTYTRAIT_INTF_W110,TRAITREPa_W110,TRAITREPb_W110,TRAITREPc_W110,TRAITREPe_W110,TRAITREPf_W110,TRAITDEMa_W110,TRAITDEMb_W110,TRAITDEMc_W110,TRAITDEMe_W110,TRAITDEMf_W110,SENGUN22A_W110,SENGUN22B_W110,SENGUN22C_W110,SENGUN22D_W110,ABRTLGL_W110,ECON1_W110,ECON1B_W110,PERSFNC_W110,PERSFNCB_W110,ECONCONC_INFL_W110,ECONCONC_UNEM_W110,ECONCONC_LAB_W110,ECONCONC_ENG_W110,ECONCONC_SHTG_W110,ECONCONC_REAL_W110,ECONCONC_STCK_W110,INFROLE_GOVSP_W110,INFROLE_COVID_W110,INFROLE_PROF_W110,INFROLE_UKR_W110,INFROLE_INTRT_W110,PARTY_GOOD_W110,VIEWSCHAR_W110,FAVPOL_BIDEN_W110,FAVPOL_TRUMP_W110,FAVPOL_HARRIS_W110,FAVPOL_SCHUMER_W110,FAVPOL_MCCONNELL_W110,FAVPOL_PELOSI_W110,FAVPOL_MCCARTHY_W110,FAVPOL_PENCE_W110,RGHTCNTRL_W110,MOREGUNIMPACT_W110,MASSSTRICT_W110,ELCTCOLLB_W110,CANMTCHPOL_W110,LEADERCHAR_WIN_W110,LEADERCHAR_DSA_W110,LEADERCHAR_MIL_W110,LEADERCHAR_GVEXP_W110,PRTY_CHSE_W110,REPLEAD_EVIL_W110,REPLEAD_COOP_W110,REPLEAD_DMGD_W110,DEMLEAD_EVIL_W110,DEMLEAD_COOP_W110,DEMLEAD_RPGD_W110,HRD_ABRTN_W110,ABRTN_SCOTUS_W110,PARTY_W110,PARTYLN_W110,PARTYSTR_W110,IDENTITYREP_a_W110,IDENTITYREP_b_W110,IDENTITYREP_c_W110,IDENTITYREP_f_W110,IDENTITYREP_g_W110,IDENTITYDEM_a_W110,IDENTITYDEM_b_W110,IDENTITYDEM_c_W110,IDENTITYDEM_f_W110,IDENTITYDEM_g_W110,IDENTITYLN1R_a_W110,IDENTITYLN1R_b_W110,IDENTITYLN1R_c_W110,IDENTITYLN1R_g_W110,IDENTITYLN2R_a_W110,IDENTITYLN2R_b_W110,IDENTITYLN2R_c_W110,IDENTITYLN2R_e_W110,IDENTITYLN1D_a_W110,IDENTITYLN1D_b_W110,IDENTITYLN1D_c_W110,IDENTITYLN1D_g_W110,IDENTITYLN2D_a_W110,IDENTITYLN2D_b_W110,IDENTITYLN2D_c_W110,IDENTITYLN2D_e_W110,DVOTER_W110,RVOTER_W110,E3MOD_W110,YRSJOB_W110,YRSJOBSLF_W110,LOOKLKLY_W110,JOBSEC_W110,FINDJOB_W110,ABRTN_STATE_W110,F_METRO,F_CREGION,F_CDIVISION,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_INC_SDT1,F_REG,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W110
201801067021,2022-06-29T05:54:57Z,2022-06-29T06:16:57Z,2,1,1,1,1,1,4,2,2,2,2,2,1,NA,NA,NA,3,4,2,2,1,1,1,4,4,3,4,4,4,NA,NA,NA,NA,1,NA,4,4,2,1,3,NA,1,1,2,3,5,3,5,3,5,2,3,1,3,2,1,1,2,1,1,3,3,2,3,1,2,2,1,2,1,1,2,1,1,1,2,3,NA,2,4,1,2,4,NA,NA,NA,2,1,NA,1,1,1,4,3,3,3,1,1,5,NA,NA,NA,1,4,2,NA,1,NA,NA,NA,NA,NA,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,1,1,2,3,3,2,1,5,2,NA,1,1,1,1,1,1,1,2,1,5,2,NA,2,4,99,1,4,2,2,99,1.3761160197799907
201801067037,2022-06-28T19:53:37Z,2022-06-28T20:57:20Z,1,1,1,1,1,1,4,2,2,1,2,2,2,NA,NA,NA,3,4,2,3,1,1,1,4,4,4,4,4,4,NA,NA,NA,NA,1,NA,4,4,4,1,4,NA,2,1,1,4,4,3,5,3,3,2,3,1,3,2,2,1,2,1,2,3,1,2,3,2,4,2,2,3,2,3,2,1,1,1,4,2,NA,2,4,2,2,4,NA,NA,NA,2,3,NA,2,1,1,3,3,1,2,1,1,5,NA,NA,NA,1,4,2,NA,1,NA,NA,NA,NA,NA,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,1,2,2,3,3,1,1,5,2,NA,1,1,1,1,1,1,10,NA,3,6,2,NA,2,3,8,1,3,2,2,3,0.5632552837232325
201801067082,2022-06-30T15:42:26Z,2022-06-30T15:46:57Z,2,1,2,1,2,1,1,4,4,4,NA,NA,NA,4,4,4,2,4,4,4,4,4,2,5,5,NA,NA,NA,NA,5,1,5,5,NA,1,2,1,1,2,NA,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,2,3,2,1,2,1,2,3,2,2,2,2,2,2,2,2,2,3,3,2,3,NA,2,4,1,NA,NA,NA,4,4,1,1,NA,3,2,2,3,4,4,4,3,NA,NA,NA,3,3,3,2,4,1,NA,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,2,4,2,3,1,1,2,3,1,2,2,3,2,NA,1,1,1,1,1,6,2,2,2,3,1,NA,1,1,1,1,1,1,2,1,0.8510362676562039
201801067209,2022-06-30T08:16:42Z,2022-06-30T08:31:36Z,1,1,2,1,2,1,2,3,4,4,NA,NA,NA,4,4,4,2,2,3,4,4,4,2,2,1,NA,NA,NA,NA,2,2,2,1,NA,3,2,2,2,3,NA,2,3,3,3,2,2,2,2,2,2,4,4,4,4,4,2,5,3,2,3,4,2,3,3,1,4,2,1,2,2,1,1,2,3,2,2,NA,1,4,2,NA,NA,NA,4,2,1,1,NA,3,2,2,3,1,4,3,3,NA,NA,NA,1,1,4,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,NA,5,3,3,4,1,2,4,3,1,1,5,2,NA,1,1,1,1,1,1,1,1,1,3,3,1,1,1,9,1,2,1,2,3,0.4178374073417521
201801067349,2022-06-28T21:36:34Z,2022-06-28T21:47:05Z,2,1,1,1,2,2,4,3,3,4,3,2,4,NA,NA,NA,2,4,2,3,3,2,1,2,5,5,3,3,3,NA,NA,NA,NA,2,NA,3,3,2,2,3,NA,3,2,2,3,3,3,4,2,4,3,2,3,4,3,2,1,4,1,2,4,3,3,3,2,4,1,1,1,3,1,1,2,1,2,2,3,NA,3,4,3,4,4,NA,NA,NA,2,1,NA,1,2,1,2,3,4,5,1,1,4,NA,NA,NA,1,3,1,NA,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,NA,5,1,2,1,2,2,4,3,2,2,3,2,NA,1,1,1,1,1,1,2,2,2,2,1,NA,1,1,7,1,2,1,2,2,0.6913177384381403
201801067366,2022-06-30T23:34:31Z,2022-06-30T23:45:52Z,2,1,1,1,2,1,3,3,4,4,4,4,4,NA,NA,NA,2,2,4,4,4,4,1,2,2,2,5,5,5,NA,NA,NA,NA,3,NA,2,2,2,3,2,NA,4,4,4,1,1,3,3,3,3,5,3,3,3,5,3,2,3,2,4,3,2,1,3,1,4,2,1,2,2,1,1,3,1,3,3,3,NA,4,1,4,4,2,NA,NA,NA,1,3,NA,2,2,3,3,5,1,5,2,1,3,NA,NA,NA,1,1,1,NA,2,2,2,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,3,NA,2,2,1,1,1,2,4,1,1,1,6,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,9,1,3,1,1,2,0.3493241666636614
201801067429,2022-07-02T13:26:50Z,2022-07-02T14:02:44Z,2,1,2,1,1,2,4,3,3,3,NA,NA,NA,3,3,3,3,3,3,3,2,3,2,3,3,NA,NA,NA,NA,3,3,3,3,NA,1,4,4,4,1,NA,2,3,2,2,3,4,3,5,4,4,3,3,3,3,3,1,1,2,1,1,4,3,3,3,1,2,4,1,1,1,1,1,1,1,2,1,NA,1,3,4,NA,NA,NA,3,3,4,2,NA,1,1,1,1,5,3,3,3,NA,NA,NA,5,2,2,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,1,3,3,4,NA,1,1,NA,1,4,4,4,1,2,3,1,2,2,3,2,NA,1,3,5,1,1,6,10,NA,3,5,4,2,2,4,9,1,5,2,1,3,2.192853824690171
201801067455,2022-06-28T19:52:59Z,2022-06-28T20:09:00Z,1,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,1,1,1,1,2,1,2,NA,NA,NA,NA,4,NA,2,1,1,4,1,NA,4,4,4,1,2,2,2,1,2,4,4,4,5,4,1,4,3,2,4,4,3,1,3,1,4,2,1,2,1,3,1,2,4,4,99,3,NA,4,1,4,4,2,NA,NA,NA,1,2,NA,2,1,4,1,3,3,5,3,2,1,NA,NA,NA,1,1,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,NA,NA,NA,NA,NA,4,1,2,3,4,2,1,6,2,NA,1,1,1,1,1,1,2,2,2,1,1,NA,1,1,9,1,2,2,1,3,1.2891491313703123
201801067511,2022-06-30T19:24:53Z,2022-06-30T19:30:22Z,2,1,2,1,2,1,3,3,3,3,NA,NA,NA,3,3,3,2,2,3,3,3,2,2,3,5,NA,NA,NA,NA,3,3,3,2,NA,3,3,2,2,3,NA,2,3,3,3,3,4,2,4,2,3,2,4,5,4,2,2,2,1,1,3,3,1,3,3,1,3,3,1,1,1,1,2,4,2,3,3,NA,1,3,2,NA,NA,NA,3,2,2,2,NA,1,1,1,2,2,3,2,2,NA,NA,NA,3,4,2,1,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,NA,4,NA,NA,NA,NA,NA,4,1,2,3,2,2,3,2,2,NA,1,1,1,1,1,1,12,NA,3,6,3,2,2,3,2,3,3,1,2,1,1.5494690504626412
201801067682,2022-06-30T13:52:52Z,2022-06-30T14:01:55Z,2,1,1,1,2,1,2,3,4,4,4,4,4,NA,NA,NA,2,4,4,4,4,4,1,1,3,2,2,3,3,NA,NA,NA,NA,2,NA,2,4,2,2,3,NA,3,1,3,3,2,1,4,3,2,4,3,2,3,4,2,5,3,2,2,4,3,4,3,1,1,1,1,1,1,2,3,3,2,3,2,3,NA,4,2,4,5,4,NA,NA,NA,1,3,NA,1,2,3,2,3,2,1,2,2,4,NA,NA,NA,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,1,1,2,4,2,2,1,5,2,NA,1,1,1,1,1,2,12,NA,3,6,3,1,1,2,5,2,3,2,2,2,0.7243675773274635
201801067788,2022-06-29T21:02:22Z,2022-06-29T22:09:52Z,2,1,2,1,2,2,3,3,3,3,NA,NA,NA,3,3,3,3,2,3,3,3,3,2,2,5,NA,NA,NA,NA,2,2,3,2,NA,3,3,3,3,3,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,NA,2,3,3,NA,NA,NA,3,3,3,1,NA,3,1,2,1,2,3,2,4,NA,NA,NA,1,1,4,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,5,1,1,1,1,2,4,2,2,1,6,2,NA,1,1,1,1,1,1,1,1,1,1,3,1,1,2,7,3,3,1,1,2,0.4295562664100706
201801067856,2022-06-29T13:10:45Z,2022-06-29T13:24:05Z,1,1,2,1,1,2,2,2,2,2,NA,NA,NA,2,2,1,1,3,1,3,2,2,2,3,3,NA,NA,NA,NA,3,3,4,2,NA,1,3,3,2,4,NA,3,2,1,2,2,4,3,4,3,4,3,4,1,3,3,2,1,2,1,2,3,3,2,3,2,4,2,2,3,3,3,3,3,1,1,4,NA,2,1,3,NA,NA,NA,4,5,2,2,NA,1,1,1,1,2,4,2,2,NA,NA,NA,1,1,5,2,3,2,NA,2,NA,NA,NA,NA,NA,1,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,NA,3,2,3,1,1,2,4,2,1,1,5,2,NA,1,1,1,1,1,1,1,2,1,4,2,NA,2,4,9,3,4,1,1,3,0.7862398327397839
201801067880,2022-06-29T00:32:32Z,2022-06-29T00:46:21Z,2,1,2,1,2,1,1,4,4,4,NA,NA,NA,4,4,4,2,1,4,4,4,4,2,1,1,NA,NA,NA,NA,1,1,5,1,NA,4,2,2,1,4,NA,1,4,4,4,1,1,1,1,1,2,5,5,5,4,5,1,4,3,2,3,4,2,2,2,1,4,4,1,1,4,1,1,3,3,3,4,NA,1,4,1,NA,NA,NA,4,2,4,1,NA,2,2,1,5,1,5,1,2,NA,NA,NA,1,1,5,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,NA,5,1,1,1,1,2,4,3,1,1,5,2,NA,1,1,1,1,1,1,3,2,4,3,3,1,1,1,9,1,2,1,1,3,0.7053500887824757
201801067915,2022-06-29T10:35:29Z,2022-06-29T10:45:07Z,2,1,2,1,1,2,4,2,2,2,NA,NA,NA,2,2,1,3,3,2,1,3,1,1,4,4,NA,NA,NA,NA,4,4,4,4,NA,1,4,4,4,3,NA,3,2,1,1,4,3,3,4,3,3,3,3,2,3,3,2,1,2,1,2,4,3,2,2,1,2,2,1,3,1,2,1,1,1,1,2,NA,1,2,4,NA,NA,NA,2,4,3,2,NA,1,1,2,1,4,3,3,1,NA,NA,NA,4,2,2,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,3,3,1,3,2,4,NA,2,1,NA,1,2,2,1,1,2,4,3,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,4,4,2,2,4,9,1,5,2,1,3,0.8213323588601619
201801068005,2022-07-01T11:52:20Z,2022-07-01T12:07:35Z,2,1,2,1,2,1,3,4,4,4,NA,NA,NA,4,4,4,2,1,4,4,4,4,2,2,2,NA,NA,NA,NA,2,2,2,2,NA,2,2,2,2,2,NA,2,4,4,3,1,3,3,3,3,3,5,4,4,3,4,2,4,3,2,4,4,2,3,2,1,3,1,1,2,1,2,2,2,2,2,2,NA,1,4,1,NA,NA,NA,4,5,1,1,NA,3,2,2,4,1,5,3,99,NA,NA,NA,3,1,4,2,1,99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,4,5,2,1,1,2,2,4,1,1,2,4,2,NA,1,1,1,1,1,1,1,1,1,2,99,1,1,1,99,1,1,2,2,99,1.3190450131831464
201801068056,2022-06-28T17:41:48Z,2022-06-28T17:52:48Z,1,1,1,1,99,NA,4,3,3,3,3,3,3,NA,NA,NA,3,3,3,4,3,3,1,5,4,5,3,3,4,NA,NA,NA,NA,1,NA,4,4,4,1,3,NA,2,2,2,4,5,3,5,4,4,2,3,2,2,2,2,1,4,1,2,4,2,3,1,1,3,3,1,1,1,4,3,2,1,2,3,1,NA,2,4,2,5,4,NA,NA,NA,2,1,NA,1,2,1,4,2,3,1,1,1,4,NA,NA,NA,1,4,2,NA,2,NA,NA,NA,NA,NA,2,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,NA,NA,NA,1,1,2,4,1,1,3,2,2,NA,1,1,1,1,1,6,12,NA,3,6,2,NA,2,4,1,1,4,1,2,1,3.519865269239886
201801068069,2022-06-29T16:51:51Z,2022-06-29T17:09:21Z,1,1,2,1,1,1,3,2,1,2,NA,NA,NA,1,1,1,3,4,2,3,1,1,2,4,5,NA,NA,NA,NA,4,3,3,3,NA,2,3,3,2,4,NA,3,2,1,1,3,3,3,4,3,4,4,2,2,3,3,2,1,2,1,3,4,1,2,3,1,3,2,1,1,4,3,1,1,2,2,1,NA,1,2,4,NA,NA,NA,3,99,3,2,NA,1,1,2,1,1,4,4,3,NA,NA,NA,2,2,4,2,2,2,NA,2,NA,NA,NA,NA,NA,1,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,3,1,2,4,3,2,2,4,2,NA,1,4,4,1,1,1,2,2,2,2,2,NA,2,3,8,1,3,2,1,2,0.6969082800253764
201801068101,2022-06-30T11:31:19Z,2022-06-30T11:41:05Z,2,1,1,1,2,2,4,3,3,3,3,3,3,NA,NA,NA,2,2,2,3,3,3,2,3,3,3,3,3,3,NA,NA,NA,NA,1,NA,4,4,4,1,3,NA,2,2,2,3,5,4,5,5,5,3,4,3,3,3,2,1,2,1,1,3,2,3,2,1,1,2,1,2,1,3,3,2,1,2,2,2,NA,3,4,3,3,4,NA,NA,NA,2,1,NA,1,2,1,5,2,3,2,1,1,4,NA,NA,NA,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,3,3,4,NA,3,NA,2,4,2,4,3,2,2,4,1,1,1,6,2,NA,1,1,1,1,1,6,12,NA,3,6,4,2,2,4,5,1,5,1,2,2,0.8941653756830024
201801068263,2022-07-04T22:02:29Z,2022-07-04T22:21:48Z,2,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,2,1,3,1,1,2,3,NA,NA,NA,NA,2,NA,1,1,1,4,1,NA,4,4,3,1,1,1,3,3,3,4,4,3,3,3,2,2,3,2,2,4,2,1,1,1,2,3,1,2,2,2,1,1,1,2,1,3,NA,4,1,4,5,5,NA,NA,NA,1,2,NA,2,2,5,1,5,5,5,3,1,5,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,NA,1,1,1,3,1,2,4,1,1,1,5,2,NA,1,4,4,1,1,2,1,2,1,3,3,1,1,2,9,1,4,1,1,3,0.7569526921931136
201801068360,2022-06-28T20:17:24Z,2022-06-28T20:29:56Z,1,1,2,1,1,1,4,2,1,1,NA,NA,NA,2,2,1,1,4,1,1,1,1,1,5,4,NA,NA,NA,NA,4,4,4,4,NA,1,4,3,4,1,NA,3,2,1,2,4,4,3,5,4,4,2,3,1,2,2,3,1,2,1,1,4,1,2,1,2,2,2,2,2,1,1,3,2,1,2,3,NA,1,2,4,NA,NA,NA,2,3,4,2,NA,1,1,1,1,5,2,2,3,NA,NA,NA,3,3,3,1,4,2,NA,1,NA,NA,NA,NA,NA,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,1,1,3,7,3,2,1,6,2,NA,4,3,5,1,4,1,12,NA,3,5,2,NA,2,4,8,1,4,3,2,2,0.7584194513735774
201801068450,2022-06-30T12:03:09Z,2022-07-01T19:03:55Z,2,1,1,1,2,1,2,4,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,2,2,1,1,2,2,2,NA,NA,NA,NA,3,NA,2,2,2,3,1,NA,4,4,3,1,3,2,3,2,3,4,4,5,4,4,2,2,2,1,3,4,2,2,2,1,3,2,1,2,1,1,1,2,1,1,2,3,NA,4,1,4,4,2,NA,NA,NA,1,3,NA,1,1,3,3,5,4,3,2,2,4,NA,NA,NA,1,1,1,NA,1,1,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,NA,5,2,4,1,1,3,7,3,2,1,6,2,NA,4,3,5,1,4,1,12,NA,3,4,1,NA,1,2,9,1,3,1,2,3,0.46865286793721933
201801068636,2022-07-02T11:47:00Z,2022-07-02T12:06:14Z,1,1,2,1,1,2,4,2,2,3,NA,NA,NA,3,3,2,3,3,2,3,2,3,2,4,4,NA,NA,NA,NA,4,4,4,4,NA,1,4,4,2,1,NA,1,2,2,2,2,5,2,5,5,5,3,4,4,4,4,2,1,1,1,1,3,2,3,3,1,1,2,1,2,1,3,3,2,1,1,2,NA,1,3,4,NA,NA,NA,4,4,4,2,NA,1,1,1,1,5,3,2,2,NA,NA,NA,3,3,3,2,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,2,1,2,4,NA,2,2,NA,4,2,2,1,1,3,7,1,3,2,3,2,NA,1,4,4,1,1,1,11,NA,4,6,3,2,2,4,1,3,5,1,2,1,1.0530605788536442
201801068669,2022-06-29T09:40:44Z,2022-06-29T10:06:07Z,1,1,2,1,2,1,3,99,3,3,NA,NA,NA,3,3,3,2,2,3,4,3,3,2,2,4,NA,NA,NA,NA,1,2,3,3,NA,1,4,3,3,1,NA,2,3,2,3,3,3,3,4,3,3,3,3,2,3,3,2,2,2,2,1,3,2,3,1,1,3,3,1,2,2,3,2,1,2,1,3,NA,1,3,4,NA,NA,NA,3,3,2,1,NA,3,1,2,2,3,4,2,3,NA,NA,NA,2,1,4,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,NA,5,1,3,1,1,3,7,3,2,3,2,2,NA,1,1,1,1,1,1,1,2,1,4,3,1,1,2,6,1,3,2,2,2,1.3213998625728054
201801068732,2022-07-03T08:49:53Z,2022-07-03T09:03:37Z,2,1,1,1,2,1,2,4,4,4,3,4,4,NA,NA,NA,2,2,4,4,4,4,1,2,1,1,5,5,1,NA,NA,NA,NA,3,NA,2,2,3,2,1,NA,4,4,3,1,3,2,3,2,3,5,4,5,3,3,2,4,3,2,3,4,2,3,3,2,3,3,2,2,2,2,1,1,2,2,99,3,NA,4,2,4,4,3,NA,NA,NA,1,2,NA,2,2,4,1,3,3,2,3,3,3,NA,NA,NA,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,1,1,3,7,3,2,3,2,2,NA,1,99,99,1,1,1,11,NA,4,3,4,1,1,1,4,1,2,2,1,2,0.48359648752001727
201801068736,2022-07-01T16:04:43Z,2022-07-01T16:15:59Z,2,1,1,1,2,1,2,3,4,4,4,4,4,NA,NA,NA,2,2,4,3,4,4,1,2,4,2,5,5,2,NA,NA,NA,NA,2,NA,3,3,2,4,2,NA,4,2,3,2,4,3,4,3,3,5,5,4,4,4,2,2,2,1,2,3,2,2,3,1,3,2,1,2,1,2,2,1,3,1,2,2,NA,4,3,3,5,3,NA,NA,NA,2,1,NA,1,2,2,3,4,4,2,2,1,5,NA,NA,NA,2,4,1,NA,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,2,2,2,1,1,3,7,1,2,1,5,2,NA,1,1,1,1,1,6,1,2,1,5,1,NA,1,2,6,1,3,1,2,2,0.7551601150185951
201801068784,2022-07-02T16:24:26Z,2022-07-02T16:32:19Z,2,1,1,1,2,1,3,3,4,4,4,4,4,NA,NA,NA,2,1,4,4,4,4,3,5,5,5,5,5,5,NA,NA,NA,NA,2,NA,4,4,4,2,2,NA,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,5,4,1,1,4,2,4,3,1,1,2,1,1,1,3,1,1,1,3,1,2,NA,4,2,4,5,5,NA,NA,NA,2,3,NA,1,1,3,1,3,1,5,3,2,3,NA,NA,NA,2,4,3,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,3,7,2,2,3,2,2,NA,1,5,4,1,1,6,12,NA,3,6,3,99,9,9,1,3,3,2,2,1,4.049354238646124
201801068820,2022-07-01T15:22:39Z,2022-07-01T15:29:52Z,1,1,1,1,1,1,3,1,2,1,2,1,1,NA,NA,NA,1,3,1,1,2,1,1,3,5,3,3,3,4,NA,NA,NA,NA,1,NA,3,3,3,1,2,NA,2,2,2,2,4,4,5,4,3,3,3,2,3,3,2,1,2,1,4,3,3,3,1,1,1,2,1,1,2,3,2,1,2,2,2,3,NA,2,4,2,3,3,NA,NA,NA,2,1,NA,1,2,2,3,3,3,1,3,3,4,NA,NA,NA,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,2,4,NA,5,NA,NA,NA,NA,NA,1,1,3,7,3,1,3,2,2,NA,1,1,1,1,1,6,1,1,1,5,4,2,2,3,8,1,3,4,2,3,0.9872763028914832
